Reference_Date,Carrier,Geography
2025-02-10,CPKC,CPKC terminal area, Moose Jaw
2025-02-10,CPKC,CPKC terminal area, Red Deer
2025-02-10,CPKC,CPKC terminal area, Toronto
2025-02-10,CPKC,CPKC terminal area, Vancouver
2025-02-10,CPKC,CPKC terminal area, Winnipeg
2025-02-17,CN,CN terminal area, Edmonton
2025-02-17,CN,CN terminal area, Kamloops
2025-02-17,CN,CN terminal area, Montreal
2025-02-17,CN,CN terminal area, Prince George
2025-02-17,CN,CN terminal area, Prince Rupert
2025-02-17,CN,CN terminal area, Sarnia
2025-02-17,CN,CN terminal area, Saskatoon
2025-02-17,CN,CN terminal area, Toronto
2025-02-17,CN,CN terminal area, Vancouver
2025-02-17,CN,CN terminal area, Winnipeg
2025-02-17,CPKC,CPKC terminal area, Calgary
2025-02-17,CPKC,CPKC terminal area, Edmonton
2025-02-17,CPKC,CPKC terminal area, Lethbridge
2025-02-17,CPKC,CPKC terminal area, Montreal
2025-02-17,CPKC,CPKC terminal area, Moose Jaw
2025-02-17,CPKC,CPKC terminal area, Red Deer
2025-02-17,CPKC,CPKC terminal area, Toronto
2025-02-17,CPKC,CPKC terminal area, Vancouver
2025-02-17,CPKC,CPKC terminal area, Winnipeg
2025-02-24,CN,CN terminal area, Edmonton
2025-02-24,CN,CN terminal area, Kamloops
2025-02-24,CN,CN terminal area, Montreal
2025-02-24,CN,CN terminal area, Prince George
2025-02-24,CN,CN terminal area, Prince Rupert
2025-02-24,CN,CN terminal area, Sarnia
2025-02-24,CN,CN terminal area, Saskatoon
2025-02-24,CN,CN terminal area, Toronto
2025-02-24,CN,CN terminal area, Vancouver
2025-02-24,CN,CN terminal area, Winnipeg
2025-02-24,CPKC,CPKC terminal area, Calgary
2025-02-24,CPKC,CPKC terminal area, Edmonton
2025-02-24,CPKC,CPKC terminal area, Lethbridge
2025-02-24,CPKC,CPKC terminal area, Montreal
2025-02-24,CPKC,CPKC terminal area, Moose Jaw
2025-02-24,CPKC,CPKC terminal area, Red Deer
2025-02-24,CPKC,CPKC terminal area, Toronto
2025-02-24,CPKC,CPKC terminal area, Vancouver
2025-02-24,CPKC,CPKC terminal area, Winnipeg
2025-03-03,CN,CN terminal area, Edmonton
2025-03-03,CN,CN terminal area, Kamloops
2025-03-03,CN,CN terminal area, Montreal
2025-03-03,CN,CN terminal area, Prince George
2025-03-03,CN,CN terminal area, Prince Rupert
2025-03-03,CN,CN terminal area, Sarnia
2025-03-03,CN,CN terminal area, Saskatoon
2025-03-03,CN,CN terminal area, Toronto
2025-03-03,CN,CN terminal area, Vancouver
2025-03-03,CN,CN terminal area, Winnipeg
2025-03-03,CPKC,CPKC terminal area, Calgary
2025-03-03,CPKC,CPKC terminal area, Edmonton
2025-03-03,CPKC,CPKC terminal area, Lethbridge
2025-03-03,CPKC,CPKC terminal area, Montreal
2025-03-03,CPKC,CPKC terminal area, Moose Jaw
2025-03-03,CPKC,CPKC terminal area, Red Deer
2025-03-03,CPKC,CPKC terminal area, Toronto
2025-03-03,CPKC,CPKC terminal area, Vancouver
2025-03-03,CPKC,CPKC terminal area, Winnipeg
2025-03-10,CN,CN terminal area, Edmonton
2025-03-10,CN,CN terminal area, Kamloops
2025-03-10,CN,CN terminal area, Montreal
2025-03-10,CN,CN terminal area, Prince George
2025-03-10,CN,CN terminal area, Prince Rupert
2025-03-10,CN,CN terminal area, Sarnia
2025-03-10,CN,CN terminal area, Saskatoon
2025-03-10,CN,CN terminal area, Toronto
2025-03-10,CN,CN terminal area, Vancouver
2025-03-10,CN,CN terminal area, Winnipeg
2025-03-10,CPKC,CPKC terminal area, Calgary
2025-03-10,CPKC,CPKC terminal area, Edmonton
2025-03-10,CPKC,CPKC terminal area, Lethbridge
2025-03-10,CPKC,CPKC terminal area, Montreal
2025-03-10,CPKC,CPKC terminal area, Moose Jaw
2025-03-10,CPKC,CPKC terminal area, Red Deer
2025-03-10,CPKC,CPKC terminal area, Toronto
2025-03-10,CPKC,CPKC terminal area, Vancouver
2025-03-10,CPKC,CPKC terminal area, Winnipeg
2025-03-17,CN,CN terminal area, Edmonton
2025-03-17,CN,CN terminal area, Kamloops
2025-03-17,CN,CN terminal area, Montreal
2025-03-17,CN,CN terminal area, Prince George
2025-03-17,CN,CN terminal area, Prince Rupert
2025-03-17,CN,CN terminal area, Sarnia
2025-03-17,CN,CN terminal area, Saskatoon
2025-03-17,CN,CN terminal area, Toronto
2025-03-17,CN,CN terminal area, Vancouver
2025-03-17,CN,CN terminal area, Winnipeg
2025-03-17,CPKC,CPKC terminal area, Calgary
2025-03-17,CPKC,CPKC terminal area, Edmonton
2025-03-17,CPKC,CPKC terminal area, Lethbridge
2025-03-17,CPKC,CPKC terminal area, Montreal
2025-03-17,CPKC,CPKC terminal area, Moose Jaw
2025-03-17,CPKC,CPKC terminal area, Red Deer
2025-03-17,CPKC,CPKC terminal area, Toronto
2025-03-17,CPKC,CPKC terminal area, Vancouver
2025-03-17,CPKC,CPKC terminal area, Winnipeg
2025-03-24,CN,CN terminal area, Edmonton
2025-03-24,CN,CN terminal area, Kamloops
2025-03-24,CN,CN terminal area, Montreal
2025-03-24,CN,CN terminal area, Prince George
2025-03-24,CN,CN terminal area, Prince Rupert
2025-03-24,CN,CN terminal area, Sarnia
2025-03-24,CN,CN terminal area, Saskatoon
2025-03-24,CN,CN terminal area, Toronto
2025-03-24,CN,CN terminal area, Vancouver
2025-03-24,CN,CN terminal area, Winnipeg
2025-03-24,CPKC,CPKC terminal area, Calgary
2025-03-24,CPKC,CPKC terminal area, Edmonton
2025-03-24,CPKC,CPKC terminal area, Lethbridge
2025-03-24,CPKC,CPKC terminal area, Montreal
2025-03-24,CPKC,CPKC terminal area, Moose Jaw
2025-03-24,CPKC,CPKC terminal area, Red Deer
2025-03-24,CPKC,CPKC terminal area, Toronto
2025-03-24,CPKC,CPKC terminal area, Vancouver
2025-03-24,CPKC,CPKC terminal area, Winnipeg
2025-03-31,CN,CN terminal area, Edmonton
2025-03-31,CN,CN terminal area, Kamloops
2025-03-31,CN,CN terminal area, Montreal
2025-03-31,CN,CN terminal area, Prince George
2025-03-31,CN,CN terminal area, Prince Rupert
2025-03-31,CN,CN terminal area, Sarnia
2025-03-31,CN,CN terminal area, Saskatoon
2025-03-31,CN,CN terminal area, Toronto
2025-03-31,CN,CN terminal area, Vancouver
2025-03-31,CN,CN terminal area, Winnipeg
2025-03-31,CPKC,CPKC terminal area, Calgary
2025-03-31,CPKC,CPKC terminal area, Edmonton
2025-03-31,CPKC,CPKC terminal area, Lethbridge
2025-03-31,CPKC,CPKC terminal area, Montreal
2025-03-31,CPKC,CPKC terminal area, Moose Jaw
2025-03-31,CPKC,CPKC terminal area, Red Deer
2025-03-31,CPKC,CPKC terminal area, Toronto
2025-03-31,CPKC,CPKC terminal area, Vancouver
2025-03-31,CPKC,CPKC terminal area, Winnipeg
2025-04-07,CN,CN terminal area, Edmonton
2025-04-07,CN,CN terminal area, Kamloops
2025-04-07,CN,CN terminal area, Montreal
2025-04-07,CN,CN terminal area, Prince George
2025-04-07,CN,CN terminal area, Prince Rupert
2025-04-07,CN,CN terminal area, Sarnia
2025-04-07,CN,CN terminal area, Saskatoon
2025-04-07,CN,CN terminal area, Toronto
2025-04-07,CN,CN terminal area, Vancouver
2025-04-07,CN,CN terminal area, Winnipeg
2025-04-07,CPKC,CPKC terminal area, Calgary
2025-04-07,CPKC,CPKC terminal area, Edmonton
2025-04-07,CPKC,CPKC terminal area, Lethbridge
2025-04-07,CPKC,CPKC terminal area, Montreal
2025-04-07,CPKC,CPKC terminal area, Moose Jaw
2025-04-07,CPKC,CPKC terminal area, Red Deer
2025-04-07,CPKC,CPKC terminal area, Toronto
2025-04-07,CPKC,CPKC terminal area, Vancouver
2025-04-07,CPKC,CPKC terminal area, Winnipeg
2025-04-14,CN,CN terminal area, Edmonton
2025-04-14,CN,CN terminal area, Kamloops
2025-04-14,CN,CN terminal area, Montreal
2025-04-14,CN,CN terminal area, Prince George
2025-04-14,CN,CN terminal area, Prince Rupert
2025-04-14,CN,CN terminal area, Sarnia
2025-04-14,CN,CN terminal area, Saskatoon
2025-04-14,CN,CN terminal area, Toronto
2025-04-14,CN,CN terminal area, Vancouver
2025-04-14,CN,CN terminal area, Winnipeg
2025-04-14,CPKC,CPKC terminal area, Calgary
2025-04-14,CPKC,CPKC terminal area, Edmonton
2025-04-14,CPKC,CPKC terminal area, Lethbridge
2025-04-14,CPKC,CPKC terminal area, Montreal
2025-04-14,CPKC,CPKC terminal area, Moose Jaw
2025-04-14,CPKC,CPKC terminal area, Red Deer
2025-04-14,CPKC,CPKC terminal area, Toronto
2025-04-14,CPKC,CPKC terminal area, Vancouver
2025-04-14,CPKC,CPKC terminal area, Winnipeg
2025-04-21,CN,CN terminal area, Edmonton
2025-04-21,CN,CN terminal area, Kamloops
2025-04-21,CN,CN terminal area, Montreal
2025-04-21,CN,CN terminal area, Prince George
2025-04-21,CN,CN terminal area, Prince Rupert
2025-04-21,CN,CN terminal area, Sarnia
2025-04-21,CN,CN terminal area, Saskatoon
2025-04-21,CN,CN terminal area, Toronto
2025-04-21,CN,CN terminal area, Vancouver
2025-04-21,CN,CN terminal area, Winnipeg
2025-04-21,CPKC,CPKC terminal area, Calgary
2025-04-21,CPKC,CPKC terminal area, Edmonton
2025-04-21,CPKC,CPKC terminal area, Lethbridge
2025-04-21,CPKC,CPKC terminal area, Montreal
2025-04-21,CPKC,CPKC terminal area, Moose Jaw
2025-04-21,CPKC,CPKC terminal area, Red Deer
2025-04-21,CPKC,CPKC terminal area, Toronto
2025-04-21,CPKC,CPKC terminal area, Vancouver
2025-04-21,CPKC,CPKC terminal area, Winnipeg
2025-04-28,CN,CN terminal area, Edmonton
2025-04-28,CN,CN terminal area, Kamloops
2025-04-28,CN,CN terminal area, Montreal
2025-04-28,CN,CN terminal area, Prince George
2025-04-28,CN,CN terminal area, Prince Rupert
2025-04-28,CN,CN terminal area, Sarnia
2025-04-28,CN,CN terminal area, Saskatoon
2025-04-28,CN,CN terminal area, Toronto
2025-04-28,CN,CN terminal area, Vancouver
2025-04-28,CN,CN terminal area, Winnipeg
2025-04-28,CPKC,CPKC terminal area, Calgary
2025-04-28,CPKC,CPKC terminal area, Edmonton
2025-04-28,CPKC,CPKC terminal area, Lethbridge
2025-04-28,CPKC,CPKC terminal area, Montreal
2025-04-28,CPKC,CPKC terminal area, Moose Jaw
2025-04-28,CPKC,CPKC terminal area, Red Deer
2025-04-28,CPKC,CPKC terminal area, Toronto
2025-04-28,CPKC,CPKC terminal area, Vancouver
2025-04-28,CPKC,CPKC terminal area, Winnipeg
2025-05-05,CN,CN terminal area, Edmonton
2025-05-05,CN,CN terminal area, Kamloops
2025-05-05,CN,CN terminal area, Montreal
2025-05-05,CN,CN terminal area, Prince George
2025-05-05,CN,CN terminal area, Prince Rupert
2025-05-05,CN,CN terminal area, Sarnia
2025-05-05,CN,CN terminal area, Saskatoon
2025-05-05,CN,CN terminal area, Toronto
2025-05-05,CN,CN terminal area, Vancouver
2025-05-05,CN,CN terminal area, Winnipeg
2025-05-05,CPKC,CPKC terminal area, Calgary
2025-05-05,CPKC,CPKC terminal area, Edmonton
2025-05-05,CPKC,CPKC terminal area, Lethbridge
2025-05-05,CPKC,CPKC terminal area, Montreal
2025-05-05,CPKC,CPKC terminal area, Moose Jaw
2025-05-05,CPKC,CPKC terminal area, Red Deer
2025-05-05,CPKC,CPKC terminal area, Toronto
2025-05-05,CPKC,CPKC terminal area, Vancouver
2025-05-05,CPKC,CPKC terminal area, Winnipeg
2025-05-12,CN,CN terminal area, Edmonton
2025-05-12,CN,CN terminal area, Kamloops
2025-05-12,CN,CN terminal area, Montreal
2025-05-12,CN,CN terminal area, Prince George
2025-05-12,CN,CN terminal area, Prince Rupert
2025-05-12,CN,CN terminal area, Sarnia
2025-05-12,CN,CN terminal area, Saskatoon
2025-05-12,CN,CN terminal area, Toronto
2025-05-12,CN,CN terminal area, Vancouver
2025-05-12,CN,CN terminal area, Winnipeg
2025-05-12,CPKC,CPKC terminal area, Calgary
2025-05-12,CPKC,CPKC terminal area, Edmonton
2025-05-12,CPKC,CPKC terminal area, Lethbridge
2025-05-12,CPKC,CPKC terminal area, Montreal
2025-05-12,CPKC,CPKC terminal area, Moose Jaw
2025-05-12,CPKC,CPKC terminal area, Red Deer
2025-05-12,CPKC,CPKC terminal area, Toronto
2025-05-12,CPKC,CPKC terminal area, Vancouver
2025-05-12,CPKC,CPKC terminal area, Winnipeg
2025-05-19,CN,CN terminal area, Edmonton
2025-05-19,CN,CN terminal area, Kamloops
2025-05-19,CN,CN terminal area, Montreal
2025-05-19,CN,CN terminal area, Prince George
2025-05-19,CN,CN terminal area, Prince Rupert
2025-05-19,CN,CN terminal area, Sarnia
2025-05-19,CN,CN terminal area, Saskatoon
2025-05-19,CN,CN terminal area, Toronto
2025-05-19,CN,CN terminal area, Vancouver
2025-05-19,CN,CN terminal area, Winnipeg
2025-05-19,CPKC,CPKC terminal area, Calgary
2025-05-19,CPKC,CPKC terminal area, Edmonton
2025-05-19,CPKC,CPKC terminal area, Lethbridge
2025-05-19,CPKC,CPKC terminal area, Montreal
2025-05-19,CPKC,CPKC terminal area, Moose Jaw
2025-05-19,CPKC,CPKC terminal area, Red Deer
2025-05-19,CPKC,CPKC terminal area, Toronto
2025-05-19,CPKC,CPKC terminal area, Vancouver
2025-05-19,CPKC,CPKC terminal area, Winnipeg
2025-05-26,CN,CN terminal area, Edmonton
2025-05-26,CN,CN terminal area, Kamloops
2025-05-26,CN,CN terminal area, Montreal
2025-05-26,CN,CN terminal area, Prince George
2025-05-26,CN,CN terminal area, Prince Rupert
2025-05-26,CN,CN terminal area, Sarnia
2025-05-26,CN,CN terminal area, Saskatoon
2025-05-26,CN,CN terminal area, Toronto
2025-05-26,CN,CN terminal area, Vancouver
2025-05-26,CN,CN terminal area, Winnipeg
2025-05-26,CPKC,CPKC terminal area, Calgary
2025-05-26,CPKC,CPKC terminal area, Edmonton
2025-05-26,CPKC,CPKC terminal area, Lethbridge
2025-05-26,CPKC,CPKC terminal area, Montreal
2025-05-26,CPKC,CPKC terminal area, Moose Jaw
2025-05-26,CPKC,CPKC terminal area, Red Deer
2025-05-26,CPKC,CPKC terminal area, Toronto
2025-05-26,CPKC,CPKC terminal area, Vancouver
2025-05-26,CPKC,CPKC terminal area, Winnipeg
2025-06-02,CN,CN terminal area, Edmonton
2025-06-02,CN,CN terminal area, Kamloops
2025-06-02,CN,CN terminal area, Montreal
2025-06-02,CN,CN terminal area, Prince George
2025-06-02,CN,CN terminal area, Prince Rupert
2025-06-02,CN,CN terminal area, Sarnia
2025-06-02,CN,CN terminal area, Saskatoon
2025-06-02,CN,CN terminal area, Toronto
2025-06-02,CN,CN terminal area, Vancouver
2025-06-02,CN,CN terminal area, Winnipeg
2025-06-02,CPKC,CPKC terminal area, Calgary
2025-06-02,CPKC,CPKC terminal area, Edmonton
2025-06-02,CPKC,CPKC terminal area, Lethbridge
2025-06-02,CPKC,CPKC terminal area, Montreal
2025-06-02,CPKC,CPKC terminal area, Moose Jaw
2025-06-02,CPKC,CPKC terminal area, Red Deer
2025-06-02,CPKC,CPKC terminal area, Toronto
2025-06-02,CPKC,CPKC terminal area, Vancouver
2025-06-02,CPKC,CPKC terminal area, Winnipeg
2025-06-09,CN,CN terminal area, Edmonton
2025-06-09,CN,CN terminal area, Kamloops
2025-06-09,CN,CN terminal area, Montreal
2025-06-09,CN,CN terminal area, Prince George
2025-06-09,CN,CN terminal area, Prince Rupert
2025-06-09,CN,CN terminal area, Sarnia
2025-06-09,CN,CN terminal area, Saskatoon
2025-06-09,CN,CN terminal area, Toronto
2025-06-09,CN,CN terminal area, Vancouver
2025-06-09,CN,CN terminal area, Winnipeg
2025-06-09,CPKC,CPKC terminal area, Calgary
2025-06-09,CPKC,CPKC terminal area, Edmonton
2025-06-09,CPKC,CPKC terminal area, Lethbridge
2025-06-09,CPKC,CPKC terminal area, Montreal
2025-06-09,CPKC,CPKC terminal area, Moose Jaw
2025-06-09,CPKC,CPKC terminal area, Red Deer
2025-06-09,CPKC,CPKC terminal area, Toronto
2025-06-09,CPKC,CPKC terminal area, Vancouver
2025-06-09,CPKC,CPKC terminal area, Winnipeg
2025-06-16,CN,CN terminal area, Edmonton
2025-06-16,CN,CN terminal area, Kamloops
2025-06-16,CN,CN terminal area, Montreal
2025-06-16,CN,CN terminal area, Prince George
2025-06-16,CN,CN terminal area, Prince Rupert
2025-06-16,CN,CN terminal area, Sarnia
2025-06-16,CN,CN terminal area, Saskatoon
2025-06-16,CN,CN terminal area, Toronto
2025-06-16,CN,CN terminal area, Vancouver
2025-06-16,CN,CN terminal area, Winnipeg
2025-06-16,CPKC,CPKC terminal area, Calgary
2025-06-16,CPKC,CPKC terminal area, Edmonton
2025-06-16,CPKC,CPKC terminal area, Lethbridge
2025-06-16,CPKC,CPKC terminal area, Montreal
2025-06-16,CPKC,CPKC terminal area, Moose Jaw
2025-06-16,CPKC,CPKC terminal area, Red Deer
2025-06-16,CPKC,CPKC terminal area, Toronto
2025-06-16,CPKC,CPKC terminal area, Vancouver
2025-06-16,CPKC,CPKC terminal area, Winnipeg
2025-06-23,CN,CN terminal area, Edmonton
2025-06-23,CN,CN terminal area, Kamloops
2025-06-23,CN,CN terminal area, Montreal
2025-06-23,CN,CN terminal area, Prince George
2025-06-23,CN,CN terminal area, Prince Rupert
2025-06-23,CN,CN terminal area, Sarnia
2025-06-23,CN,CN terminal area, Saskatoon
2025-06-23,CN,CN terminal area, Toronto
2025-06-23,CN,CN terminal area, Vancouver
2025-06-23,CN,CN terminal area, Winnipeg
2025-06-23,CPKC,CPKC terminal area, Calgary
2025-06-23,CPKC,CPKC terminal area, Edmonton
2025-06-23,CPKC,CPKC terminal area, Lethbridge
2025-06-23,CPKC,CPKC terminal area, Montreal
2025-06-23,CPKC,CPKC terminal area, Moose Jaw
2025-06-23,CPKC,CPKC terminal area, Red Deer
2025-06-23,CPKC,CPKC terminal area, Toronto
2025-06-23,CPKC,CPKC terminal area, Vancouver
2025-06-23,CPKC,CPKC terminal area, Winnipeg
2025-06-30,CN,CN terminal area, Edmonton
2025-06-30,CN,CN terminal area, Kamloops
2025-06-30,CN,CN terminal area, Montreal
2025-06-30,CN,CN terminal area, Prince George
2025-06-30,CN,CN terminal area, Prince Rupert
2025-06-30,CN,CN terminal area, Sarnia
2025-06-30,CN,CN terminal area, Saskatoon
2025-06-30,CN,CN terminal area, Toronto
2025-06-30,CN,CN terminal area, Vancouver
2025-06-30,CN,CN terminal area, Winnipeg
2025-06-30,CPKC,CPKC terminal area, Calgary
2025-06-30,CPKC,CPKC terminal area, Edmonton
2025-06-30,CPKC,CPKC terminal area, Lethbridge
2025-06-30,CPKC,CPKC terminal area, Montreal
2025-06-30,CPKC,CPKC terminal area, Moose Jaw
2025-06-30,CPKC,CPKC terminal area, Red Deer
2025-06-30,CPKC,CPKC terminal area, Toronto
2025-06-30,CPKC,CPKC terminal area, Vancouver
2025-06-30,CPKC,CPKC terminal area, Winnipeg
2025-07-07,CN,CN terminal area, Edmonton
2025-07-07,CN,CN terminal area, Kamloops
2025-07-07,CN,CN terminal area, Montreal
2025-07-07,CN,CN terminal area, Prince George
2025-07-07,CN,CN terminal area, Prince Rupert
2025-07-07,CN,CN terminal area, Sarnia
2025-07-07,CN,CN terminal area, Saskatoon
2025-07-07,CN,CN terminal area, Toronto
2025-07-07,CN,CN terminal area, Vancouver
2025-07-07,CN,CN terminal area, Winnipeg
2025-07-07,CPKC,CPKC terminal area, Calgary
2025-07-07,CPKC,CPKC terminal area, Edmonton
2025-07-07,CPKC,CPKC terminal area, Lethbridge
2025-07-07,CPKC,CPKC terminal area, Montreal
2025-07-07,CPKC,CPKC terminal area, Moose Jaw
2025-07-07,CPKC,CPKC terminal area, Red Deer
2025-07-07,CPKC,CPKC terminal area, Toronto
2025-07-07,CPKC,CPKC terminal area, Vancouver
2025-07-07,CPKC,CPKC terminal area, Winnipeg
2025-07-14,CN,CN terminal area, Edmonton
2025-07-14,CN,CN terminal area, Kamloops
2025-07-14,CN,CN terminal area, Montreal
2025-07-14,CN,CN terminal area, Prince George
2025-07-14,CN,CN terminal area, Prince Rupert
2025-07-14,CN,CN terminal area, Sarnia
2025-07-14,CN,CN terminal area, Saskatoon
2025-07-14,CN,CN terminal area, Toronto
2025-07-14,CN,CN terminal area, Vancouver
2025-07-14,CN,CN terminal area, Winnipeg
2025-07-14,CPKC,CPKC terminal area, Calgary
2025-07-14,CPKC,CPKC terminal area, Edmonton
2025-07-14,CPKC,CPKC terminal area, Lethbridge
2025-07-14,CPKC,CPKC terminal area, Montreal
2025-07-14,CPKC,CPKC terminal area, Moose Jaw
2025-07-14,CPKC,CPKC terminal area, Red Deer
2025-07-14,CPKC,CPKC terminal area, Toronto
2025-07-14,CPKC,CPKC terminal area, Vancouver
2025-07-14,CPKC,CPKC terminal area, Winnipeg
2025-07-21,CN,CN terminal area, Edmonton
2025-07-21,CN,CN terminal area, Kamloops
2025-07-21,CN,CN terminal area, Montreal
2025-07-21,CN,CN terminal area, Prince George
2025-07-21,CN,CN terminal area, Prince Rupert
2025-07-21,CN,CN terminal area, Sarnia
2025-07-21,CN,CN terminal area, Saskatoon
2025-07-21,CN,CN terminal area, Toronto
2025-07-21,CN,CN terminal area, Vancouver
2025-07-21,CN,CN terminal area, Winnipeg
2025-07-21,CPKC,CPKC terminal area, Calgary
2025-07-21,CPKC,CPKC terminal area, Edmonton
2025-07-21,CPKC,CPKC terminal area, Lethbridge
2025-07-21,CPKC,CPKC terminal area, Montreal
2025-07-21,CPKC,CPKC terminal area, Moose Jaw
2025-07-21,CPKC,CPKC terminal area, Red Deer
2025-07-21,CPKC,CPKC terminal area, Toronto
2025-07-21,CPKC,CPKC terminal area, Vancouver
2025-07-21,CPKC,CPKC terminal area, Winnipeg
2025-07-28,CN,CN terminal area, Edmonton
2025-07-28,CN,CN terminal area, Kamloops
2025-07-28,CN,CN terminal area, Montreal
2025-07-28,CN,CN terminal area, Prince George
2025-07-28,CN,CN terminal area, Prince Rupert
2025-07-28,CN,CN terminal area, Sarnia
2025-07-28,CN,CN terminal area, Saskatoon
2025-07-28,CN,CN terminal area, Toronto
2025-07-28,CN,CN terminal area, Vancouver
2025-07-28,CN,CN terminal area, Winnipeg
2025-07-28,CPKC,CPKC terminal area, Calgary
2025-07-28,CPKC,CPKC terminal area, Edmonton
2025-07-28,CPKC,CPKC terminal area, Lethbridge
2025-07-28,CPKC,CPKC terminal area, Montreal
2025-07-28,CPKC,CPKC terminal area, Moose Jaw
2025-07-28,CPKC,CPKC terminal area, Red Deer
2025-07-28,CPKC,CPKC terminal area, Toronto
2025-07-28,CPKC,CPKC terminal area, Vancouver
2025-07-28,CPKC,CPKC terminal area, Winnipeg
2025-08-04,CN,CN terminal area, Edmonton
2025-08-04,CN,CN terminal area, Kamloops
2025-08-04,CN,CN terminal area, Montreal
2025-08-04,CN,CN terminal area, Prince George
2025-08-04,CN,CN terminal area, Prince Rupert
2025-08-04,CN,CN terminal area, Sarnia
2025-08-04,CN,CN terminal area, Saskatoon
2025-08-04,CN,CN terminal area, Toronto
2025-08-04,CN,CN terminal area, Vancouver
2025-08-04,CN,CN terminal area, Winnipeg
2025-08-04,CPKC,CPKC terminal area, Calgary
2025-08-04,CPKC,CPKC terminal area, Edmonton
2025-08-04,CPKC,CPKC terminal area, Lethbridge
2025-08-04,CPKC,CPKC terminal area, Montreal
2025-08-04,CPKC,CPKC terminal area, Moose Jaw
2025-08-04,CPKC,CPKC terminal area, Red Deer
2025-08-04,CPKC,CPKC terminal area, Toronto
2025-08-04,CPKC,CPKC terminal area, Vancouver
2025-08-04,CPKC,CPKC terminal area, Winnipeg
2025-08-11,CN,CN terminal area, Edmonton
2025-08-11,CN,CN terminal area, Kamloops
2025-08-11,CN,CN terminal area, Montreal
2025-08-11,CN,CN terminal area, Prince George
2025-08-11,CN,CN terminal area, Prince Rupert
2025-08-11,CN,CN terminal area, Sarnia
2025-08-11,CN,CN terminal area, Saskatoon
2025-08-11,CN,CN terminal area, Toronto
2025-08-11,CN,CN terminal area, Vancouver
2025-08-11,CN,CN terminal area, Winnipeg
2025-08-11,CPKC,CPKC terminal area, Calgary
2025-08-11,CPKC,CPKC terminal area, Edmonton
2025-08-11,CPKC,CPKC terminal area, Lethbridge
2025-08-11,CPKC,CPKC terminal area, Montreal
2025-08-11,CPKC,CPKC terminal area, Moose Jaw
2025-08-11,CPKC,CPKC terminal area, Red Deer
2025-08-11,CPKC,CPKC terminal area, Toronto
2025-08-11,CPKC,CPKC terminal area, Vancouver
2025-08-11,CPKC,CPKC terminal area, Winnipeg
2025-08-18,CN,CN terminal area, Edmonton
2025-08-18,CN,CN terminal area, Kamloops
2025-08-18,CN,CN terminal area, Montreal
2025-08-18,CN,CN terminal area, Prince George
2025-08-18,CN,CN terminal area, Prince Rupert
2025-08-18,CN,CN terminal area, Sarnia
2025-08-18,CN,CN terminal area, Saskatoon
2025-08-18,CN,CN terminal area, Toronto
2025-08-18,CN,CN terminal area, Vancouver
2025-08-18,CN,CN terminal area, Winnipeg
2025-08-18,CPKC,CPKC terminal area, Calgary
2025-08-18,CPKC,CPKC terminal area, Edmonton
2025-08-18,CPKC,CPKC terminal area, Lethbridge
2025-08-18,CPKC,CPKC terminal area, Montreal
2025-08-18,CPKC,CPKC terminal area, Moose Jaw
2025-08-18,CPKC,CPKC terminal area, Red Deer
2025-08-18,CPKC,CPKC terminal area, Toronto
2025-08-18,CPKC,CPKC terminal area, Vancouver
2025-08-18,CPKC,CPKC terminal area, Winnipeg
2025-08-25,CN,CN terminal area, Edmonton
2025-08-25,CN,CN terminal area, Kamloops
2025-08-25,CN,CN terminal area, Montreal
2025-08-25,CN,CN terminal area, Prince George
2025-08-25,CN,CN terminal area, Prince Rupert
2025-08-25,CN,CN terminal area, Sarnia
2025-08-25,CN,CN terminal area, Saskatoon
2025-08-25,CN,CN terminal area, Toronto
2025-08-25,CN,CN terminal area, Vancouver
2025-08-25,CN,CN terminal area, Winnipeg
2025-08-25,CPKC,CPKC terminal area, Calgary
2025-08-25,CPKC,CPKC terminal area, Edmonton
2025-08-25,CPKC,CPKC terminal area, Lethbridge
2025-08-25,CPKC,CPKC terminal area, Montreal
2025-08-25,CPKC,CPKC terminal area, Moose Jaw
2025-08-25,CPKC,CPKC terminal area, Red Deer
2025-08-25,CPKC,CPKC terminal area, Toronto
2025-08-25,CPKC,CPKC terminal area, Vancouver
2025-08-25,CPKC,CPKC terminal area, Winnipeg
2025-09-01,CN,CN terminal area, Edmonton
2025-09-01,CN,CN terminal area, Kamloops
2025-09-01,CN,CN terminal area, Montreal
2025-09-01,CN,CN terminal area, Prince George
2025-09-01,CN,CN terminal area, Prince Rupert
2025-09-01,CN,CN terminal area, Sarnia
2025-09-01,CN,CN terminal area, Saskatoon
2025-09-01,CN,CN terminal area, Toronto
2025-09-01,CN,CN terminal area, Vancouver
2025-09-01,CN,CN terminal area, Winnipeg
2025-09-01,CPKC,CPKC terminal area, Calgary
2025-09-01,CPKC,CPKC terminal area, Edmonton
2025-09-01,CPKC,CPKC terminal area, Lethbridge
2025-09-01,CPKC,CPKC terminal area, Montreal
2025-09-01,CPKC,CPKC terminal area, Moose Jaw
2025-09-01,CPKC,CPKC terminal area, Red Deer
2025-09-01,CPKC,CPKC terminal area, Toronto
2025-09-01,CPKC,CPKC terminal area, Vancouver
2025-09-01,CPKC,CPKC terminal area, Winnipeg
2025-09-08,CN,CN terminal area, Edmonton
2025-09-08,CN,CN terminal area, Kamloops
2025-09-08,CN,CN terminal area, Montreal
