UNINUMBR,YEAR,CERT,BRNUM
254194,2023,18409,1186
254194,2024,18409,1186
254195,2022,18409,1187
254195,2023,18409,1187
254195,2024,18409,1187
254199,2022,3511,3654
254199,2023,3511,3654
254199,2024,3511,3654
2542,2022,3896,0
2542,2023,3896,0
2542,2024,3896,0
254205,2022,9889,29
254205,2023,9889,29
254205,2024,9889,29
254206,2022,4746,6
254206,2023,4746,6
254206,2024,4746,6
254210,2022,6548,2278
254210,2023,6548,2278
254210,2024,6548,2278
254211,2022,3514,209
254211,2023,16571,1611
254211,2024,16571,1611
254220,2022,6548,2301
254220,2023,6548,2301
254220,2024,6548,2301
254221,2022,30788,164
254221,2023,30788,164
254221,2024,30788,164
254222,2022,6560,1898
254222,2023,6560,1898
254222,2024,6560,1898
254227,2022,6560,1900
254227,2023,6560,1900
254227,2024,6560,1900
254237,2022,12368,1251
254237,2023,12368,1251
254237,2024,12368,1251
254243,2022,12010,151
254243,2023,12010,151
254243,2024,12010,151
254244,2022,12010,152
254244,2023,12010,152
254244,2024,12010,152
254245,2022,12010,153
254245,2023,12010,153
254245,2024,12010,153
254247,2022,12010,154
254247,2023,12010,154
254247,2024,12010,154
254248,2022,12010,155
254248,2023,12010,155
254248,2024,12010,155
254252,2022,6384,4741
254252,2023,6384,4741
254256,2022,19532,22
254256,2023,19532,22
254256,2024,19532,22
254257,2022,19532,21
254257,2023,19532,21
254257,2024,19532,21
254258,2022,4977,95
254258,2023,4977,95
254258,2024,4977,95
254259,2022,4977,96
254259,2023,4977,96
254259,2024,4977,96
254262,2022,5903,101
254262,2023,5903,101
254262,2024,5903,101
254267,2022,4214,129
254267,2023,4214,129
254267,2024,4214,129
254268,2022,628,2697
254268,2023,628,2697
254268,2024,628,2697
254270,2022,628,2698
254270,2023,628,2698
254270,2024,628,2698
254271,2022,628,2699
254271,2023,628,2699
254271,2024,628,2699
254282,2022,3511,7263
254282,2023,3511,7263
254282,2024,3511,7263
254287,2022,6384,2232
254287,2023,6384,2232
254287,2024,6384,2232
254288,2022,6384,2233
254288,2023,6384,2233
254288,2024,6384,2233
254296,2022,628,3273
254296,2023,628,3273
254296,2024,628,3273
2543,2022,28905,123
2543,2023,28905,123
2543,2024,28905,123
254307,2022,22271,6
254307,2023,22271,6
254307,2024,22271,6
254308,2022,22273,1
254308,2023,22273,1
254308,2024,22273,1
254309,2022,22273,2
254309,2023,22273,2
254309,2024,22273,2
254318,2022,3430,218
254318,2023,3430,218
254318,2024,3430,218
254320,2022,3430,219
254320,2023,3430,219
254320,2024,3430,219
254322,2022,22282,1
254322,2023,22282,1
254322,2024,22282,1
254326,2022,3510,5680
254326,2023,3510,5680
254326,2024,3510,5680
254335,2022,29950,593
254335,2023,29950,593
254335,2024,29950,593
254341,2022,17534,716
254341,2023,17534,716
254341,2024,17534,716
254342,2022,17534,724
254342,2023,17534,724
254342,2024,17534,724
254345,2022,17534,730
254345,2023,17534,730
254345,2024,17534,730
254346,2022,17534,731
254346,2023,17534,731
254346,2024,17534,731
254355,2022,2270,554
254355,2023,2270,554
254355,2024,2270,554
254356,2022,2270,555
254356,2023,2270,555
254356,2024,2270,555
254360,2022,628,5609
254360,2023,628,5609
254360,2024,628,5609
254365,2022,22939,3
254365,2023,22939,3
254365,2024,30788,350
254367,2022,628,5611
254368,2022,628,5612
254368,2023,628,5612
254368,2024,628,5612
254374,2022,22308,1
254374,2023,22308,1
254374,2024,22308,1
254387,2022,16980,42
254387,2023,16980,42
254387,2024,16980,42
2544,2022,9423,12
2544,2023,9423,12
2544,2024,9423,12
254400,2022,5452,124
254400,2023,5452,124
254400,2024,5452,124
254401,2022,5452,125
254401,2023,5452,125
254401,2024,5452,125
254402,2022,35274,12
254402,2023,35274,12
254402,2024,35274,12
254404,2022,35274,13
254404,2023,35274,13
254404,2024,35274,13
254405,2022,35274,14
254405,2023,35274,14
254405,2024,35274,14
254406,2022,35274,15
254406,2023,35274,15
254406,2024,35274,15
254417,2022,628,1912
254417,2023,628,1912
254417,2024,628,1912
254419,2022,12437,207
254419,2023,12437,207
254419,2024,12437,207
254427,2022,628,1897
254427,2023,628,1897
254427,2024,628,1897
254428,2022,628,1898
254428,2023,628,1898
254428,2024,628,1898
254432,2022,22354,1
254432,2023,22354,1
254432,2024,22354,1
254433,2022,22354,2
254433,2023,22354,2
254433,2024,22354,2
254434,2022,22354,6
254434,2023,22354,6
254434,2024,22354,6
254435,2022,22354,7
254435,2023,22354,7
254435,2024,22354,7
254436,2022,22355,1
254436,2023,22355,1
254436,2024,22355,1
254440,2022,16889,19
254440,2023,16889,19
254440,2024,16889,19
254444,2022,58596,88
254444,2023,58596,88
254444,2024,58596,88
254446,2022,58596,80
254446,2023,58596,80
254446,2024,58596,80
254448,2022,58596,89
254448,2023,58596,89
254448,2024,58596,89
254449,2022,58596,90
254449,2023,58596,90
254449,2024,58596,90
254451,2022,8668,15
254451,2023,8668,15
254451,2024,8668,15
254452,2022,58596,91
254452,2023,58596,91
254452,2024,58596,91
254454,2022,58596,93
254454,2023,58596,93
254454,2024,58596,93
254456,2022,6548,2117
254456,2023,6548,2117
254456,2024,6548,2117
254458,2022,6548,2118
254458,2023,6548,2118
254458,2024,6548,2118
254461,2022,22366,3
254461,2023,22366,3
254461,2024,22366,3
254462,2022,22366,4
254462,2023,22366,4
254462,2024,22366,4
254465,2022,58596,3
254465,2023,58596,3
254465,2024,58596,3
254466,2022,58596,4
254466,2023,58596,4
254466,2024,58596,4
254467,2022,58596,5
254467,2023,58596,5
254467,2024,58596,5
254468,2022,58596,108
254468,2023,58596,108
254468,2024,58596,108
254472,2022,58596,7
254472,2023,58596,7
254472,2024,58596,7
254474,2022,22373,1
254474,2023,22373,1
254474,2024,22373,1
254475,2022,22373,2
254475,2023,22373,2
254475,2024,22373,2
254476,2022,6384,4742
254476,2023,6384,4742
254476,2024,6384,4742
254480,2022,12368,1332
254480,2023,12368,1332
254480,2024,12368,1332
254484,2022,1331,11
254484,2023,1331,11
254484,2024,1331,11
254485,2022,1331,12
254485,2023,1331,12
254485,2024,1331,12
254486,2022,3657,16
254486,2023,3657,16
254486,2024,3657,16
254496,2022,9846,1611
254496,2023,9846,1611
254496,2024,9846,1611
254500,2022,1291,41
254500,2023,1291,41
254500,2024,1291,41
254502,2022,22394,1
254502,2023,22394,1
254502,2024,22394,1
254503,2022,22394,2
254503,2023,22394,2
254503,2024,22394,2
254504,2022,22394,3
254504,2023,22394,3
254504,2024,22394,3
254505,2022,6548,1184
254505,2023,6548,1184
254505,2024,6548,1184
254506,2022,22396,1
254506,2023,22396,1
254506,2024,22396,1
254507,2022,22396,2
254507,2023,22396,2
254507,2024,22396,2
254513,2022,28088,297
254513,2023,28088,297
254513,2024,28088,297
254515,2022,28088,299
254515,2023,28088,299
254515,2024,28088,299
254516,2022,28088,300
254516,2023,28088,300
254516,2024,28088,300
254519,2022,628,5798
254519,2023,628,5798
254519,2024,628,5798
254522,2022,983,518
254522,2023,983,518
254522,2024,983,518
254527,2022,1105,119
254527,2023,1105,119
254527,2024,1105,119
254528,2022,1105,120
254528,2023,1105,120
254528,2024,1105,120
254533,2022,1105,122
254533,2023,1105,122
254533,2024,1105,122
254536,2022,11813,176
254536,2023,11813,176
254536,2024,11813,176
254537,2022,19953,150
254537,2023,19953,150
254537,2024,12010,176
254538,2022,19953,143
254538,2023,19953,143
254538,2024,12010,177
254540,2022,588,1945
254540,2023,588,1945
254540,2024,588,1945
254543,2022,15359,120
254543,2023,15359,120
254543,2024,15359,120
254553,2022,3511,7362
254553,2023,3511,7362
254553,2024,3511,7362
254554,2022,6384,4743
254554,2023,6384,4743
254554,2024,6384,4743
254556,2022,6384,4744
254556,2023,6384,4744
254556,2024,6384,4744
254557,2022,23799,12
254557,2023,23799,12
254557,2024,23799,12
254558,2022,23799,13
254558,2023,23799,13
254558,2024,23799,13
254559,2022,23799,14
254559,2023,23799,14
254559,2024,23799,14
254560,2022,16835,276
254560,2023,16835,276
254560,2024,16835,276
254561,2022,16835,277
254561,2023,16835,277
254561,2024,16835,277
254562,2022,16835,279
254562,2023,16835,279
254562,2024,16835,279
254563,2022,16835,280
254563,2023,16835,280
254563,2024,16835,280
254576,2022,3514,587
254576,2023,16571,1612
254576,2024,16571,1612
254577,2022,803,72
254577,2023,803,72
254577,2024,803,72
254578,2022,17534,654
254578,2023,17534,654
254578,2024,17534,654
254583,2022,22434,3
254583,2023,22434,3
254583,2024,22434,3
254584,2022,803,17
254584,2023,803,17
254584,2024,803,17
254586,2022,6544,107
254587,2022,6544,55
254587,2023,6544,55
254587,2024,6544,55
254588,2022,6544,56
254588,2023,6544,56
254588,2024,6544,56
254598,2022,32489,164
254598,2023,26403,25
254598,2024,26403,25
2546,2022,3511,4754
2546,2023,3511,4754
2546,2024,3511,4754
254603,2022,22444,3
254603,2023,22444,3
254603,2024,20624,123
254604,2022,17266,95
254604,2023,17266,95
254604,2024,17266,95
254605,2022,17266,96
254605,2023,17266,96
254605,2024,17266,96
254607,2022,17266,98
254607,2023,17266,98
254607,2024,17266,98
254610,2022,17266,100
254610,2023,17266,100
254610,2024,17266,100
254615,2022,22448,1
254615,2023,22448,1
254615,2024,22448,1
254616,2022,3511,8991
254616,2023,3511,8991
254616,2024,3511,8991
254619,2022,3511,8995
254619,2023,3511,8995
254619,2024,3511,8995
254620,2022,22451,1
254620,2023,22451,1
254620,2024,22451,1
254621,2022,22451,5
254621,2023,22451,5
254621,2024,22451,5
254632,2022,34968,140
254632,2023,34968,140
254632,2024,34968,140
254633,2022,34968,141
254633,2023,34968,141
254633,2024,34968,141
254635,2022,5510,15
254635,2023,5510,15
254635,2024,5510,15
254637,2022,22460,2
254637,2023,22460,2
254637,2024,22460,2
254638,2022,22460,3
254638,2023,22460,3
254638,2024,22460,3
254642,2022,6548,1428
254642,2023,6548,1428
254642,2024,6548,1428
254648,2022,3511,8751
254651,2022,33826,68
254651,2023,17266,651
254651,2024,17266,651
254652,2022,33826,73
254653,2022,33826,74
254653,2023,17266,652
254653,2024,17266,652
254654,2022,33826,75
254654,2023,17266,653
254654,2024,17266,653
254655,2022,33826,76
254655,2023,17266,654
254655,2024,17266,654
254659,2022,983,379
254659,2023,983,379
254659,2024,983,379
254662,2022,8552,12
254662,2023,8552,12
254664,2022,32773,162
254664,2023,32773,162
254664,2024,32773,162
254666,2022,32773,163
254666,2023,32773,163
254666,2024,32773,163
254673,2022,3510,4958
254673,2023,3510,4958
254673,2024,3510,4958
254674,2022,5510,203
254674,2023,5510,203
254674,2024,5510,203
254675,2022,5510,204
254675,2023,5510,204
254675,2024,5510,204
254676,2022,5510,205
254676,2023,5510,205
254676,2024,5510,205
254678,2022,57098,2
254678,2023,58458,36
254678,2024,58458,36
254681,2022,57098,3
254681,2023,58458,37
254681,2024,58458,37
254683,2022,57957,637
254683,2023,57957,637
254683,2024,57957,637
2547,2022,3902,0
2547,2023,3902,0
2547,2024,3902,0
254748,2022,3510,9287
254748,2023,3510,9287
254748,2024,3510,9287
254751,2022,6560,1601
254751,2023,6560,1601
254751,2024,6560,1601
254760,2022,6560,2340
254760,2023,6560,2340
254760,2024,6560,2340
254763,2022,3511,5822
254763,2023,3511,5822
254763,2024,3511,5822
254767,2022,17266,52
254767,2023,17266,52
254768,2022,17266,53
254769,2022,17266,55
254769,2023,17266,55
254769,2024,17266,55
254773,2022,17266,59
254773,2023,17266,59
254773,2024,17266,59
254777,2022,17266,63
254777,2023,17266,63
254777,2024,17266,63
254779,2022,17266,66
254780,2022,17266,67
254781,2022,17266,68
254781,2023,17266,68
254781,2024,17266,68
254783,2022,23030,21
254783,2023,23030,21
254785,2022,14644,10
254785,2023,14644,10
254785,2024,14644,10
254787,2022,12368,2130
254787,2023,12368,2130
254787,2024,12368,2130
254793,2022,22502,1
254793,2023,22502,1
254793,2024,22502,1
254798,2022,57716,31
254798,2023,57716,31
254798,2024,57716,31
2548,2022,17437,26
2548,2023,17437,26
2548,2024,17437,26
254801,2022,3510,8440
254801,2023,3510,8440
254801,2024,3510,8440
254807,2022,3511,5485
254807,2023,3511,5485
254807,2024,3511,5485
254808,2022,22514,1
254808,2023,22514,1
254808,2024,22514,1
254814,2022,6384,4745
254814,2023,6384,4745
254816,2022,6384,4746
254816,2023,6384,4746
254816,2024,6384,4746
254825,2022,34968,251
254825,2023,34968,251
254825,2024,34968,251
254832,2022,30387,239
254832,2023,30387,239
254832,2024,30387,239
254833,2022,983,237
254833,2023,983,237
254833,2024,983,237
254835,2022,22523,1
254836,2022,32629,29
254836,2023,32629,29
254836,2024,32629,29
254844,2022,33826,123
254844,2023,17266,662
254844,2024,17266,662
254849,2022,33826,128
254856,2022,22537,1
254856,2023,22537,1
254856,2024,22537,1
254857,2022,22537,2
254857,2023,22537,2
254857,2024,22537,2
254861,2022,22537,6
254861,2023,22537,6
254861,2024,22537,6
254862,2022,22537,8
254862,2023,22537,8
254862,2024,22537,8
254863,2022,22537,9
254863,2023,22537,9
254863,2024,22537,9
254870,2022,1105,57
254870,2023,1105,57
254870,2024,1105,57
254876,2022,22559,1
254876,2023,22559,1
254876,2024,22559,1
254878,2022,22559,3
254878,2023,22559,3
254878,2024,22559,3
254880,2022,24998,120
254880,2023,24998,120
254880,2024,24998,120
254882,2022,6384,4592
254882,2023,6384,4592
254882,2024,6384,4592
254883,2022,6384,4593
254883,2023,6384,4593
254883,2024,6384,4593
254887,2022,12229,4
254887,2023,12229,4
254887,2024,12229,4
254888,2022,22567,1
254888,2023,22567,1
254888,2024,22567,1
254889,2022,6548,3124
254890,2022,6548,3127
254890,2023,6548,3127
254890,2024,6548,3127
254892,2022,6548,3130
254892,2023,6548,3130
254892,2024,6548,3130
254893,2022,6548,3131
254893,2023,6548,3131
254897,2022,6548,3135
254897,2023,6548,3135
254897,2024,6548,3135
2549,2022,3511,4772
254900,2022,3430,191
254900,2023,3430,191
254900,2024,3430,191
254906,2022,3430,193
254906,2023,3430,193
254906,2024,3430,193
254907,2022,3430,194
254907,2023,3430,194
254907,2024,3430,194
254908,2022,3430,195
254908,2023,3430,195
254908,2024,3430,195
254909,2022,3430,196
254909,2023,3430,196
254909,2024,3430,196
254914,2022,22578,1
254914,2023,22578,1
254914,2024,22578,1
254915,2022,22578,4
254915,2023,22578,4
254915,2024,22578,4
254917,2022,17534,1544
254917,2023,17534,1544
254917,2024,17534,1544
254918,2022,17534,1545
254918,2023,17534,1545
254918,2024,17534,1545
254928,2022,17534,1548
254928,2023,17534,1548
254928,2024,17534,1548
254931,2022,17534,1570
254931,2023,17534,1570
254931,2024,17534,1570
254935,2022,9846,1486
254935,2023,9846,1486
254935,2024,9846,1486
254936,2022,9846,1487
254936,2023,9846,1487
254936,2024,9846,1487
254937,2022,9846,1488
254937,2023,9846,1488
254937,2024,9846,1488
254938,2022,9846,1489
254938,2023,9846,1489
254938,2024,9846,1489
254940,2022,9846,1490
254940,2023,9846,1490
254940,2024,9846,1490
254947,2022,9846,1493
254947,2023,9846,1493
254947,2024,9846,1493
254948,2022,9846,1494
254948,2023,9846,1494
254948,2024,9846,1494
254949,2022,9846,1495
254949,2023,9846,1495
254949,2024,9846,1495
254951,2022,9846,1498
254951,2023,9846,1498
254951,2024,9846,1498
254953,2022,9846,1499
254953,2023,9846,1499
254953,2024,9846,1499
254958,2022,18221,201
254958,2023,18221,201
254958,2024,18221,201
254962,2022,29950,1077
254962,2023,29950,1077
254962,2024,29950,1077
254965,2022,29950,1078
254965,2023,29950,1078
254965,2024,29950,1078
254970,2022,22597,1
254970,2023,22597,1
254970,2024,22597,1
254971,2022,22597,2
254971,2023,22597,2
254971,2024,22597,2
254972,2022,22597,3
254972,2023,22597,3
254972,2024,22597,3
254973,2022,22597,4
254973,2023,22597,4
254973,2024,22597,4
254975,2022,22597,6
254975,2023,22597,6
254975,2024,22597,6
254976,2022,22597,7
254976,2023,22597,7
254976,2024,22597,7
254978,2022,22597,10
254978,2023,22597,10
254978,2024,22597,10
254979,2022,22597,11
254979,2023,22597,11
254979,2024,22597,11
254980,2022,22597,12
254980,2023,22597,12
254980,2024,22597,12
254981,2022,6672,1640
254981,2023,6672,1640
254981,2024,6672,1640
254988,2022,22600,1
254988,2023,22600,1
254988,2024,22600,1
254989,2022,22600,2
254989,2023,22600,2
254989,2024,22600,2
254990,2022,22601,1
254990,2023,22601,1
254990,2024,22601,1
2550,2022,12923,72
2550,2023,12923,72
2550,2024,12923,72
255002,2022,57495,3
255002,2023,57495,3
255002,2024,57495,3
255003,2022,983,771
255003,2023,983,771
255003,2024,983,771
255004,2022,27210,38
255004,2023,27210,38
255004,2024,27210,38
255006,2022,27210,40
255006,2023,27210,40
255006,2024,27210,40
255007,2022,14266,13
255007,2023,14266,13
255007,2024,14266,13
255010,2022,14266,15
255010,2023,14266,15
255010,2024,14266,15
255011,2022,14266,16
255011,2023,14266,16
255011,2024,14266,16
255033,2022,18409,241
255033,2023,18409,241
255033,2024,18409,241
255035,2022,18409,242
255035,2023,18409,242
255035,2024,18409,242
255039,2022,983,160
255039,2023,983,160
255039,2024,983,160
255043,2022,22636,3
255043,2023,22636,3
255043,2024,22636,3
255044,2022,1768,78
255044,2023,1768,78
255044,2024,1768,78
255047,2022,1768,79
255047,2023,1768,79
255047,2024,1768,79
255051,2022,8273,221
255051,2023,8273,221
255051,2024,8273,221
255058,2022,33849,20
255058,2023,33849,20
255058,2024,33849,20
255064,2022,5296,181
255064,2023,5296,181
255064,2024,5296,181
255065,2022,6560,1596
255065,2023,6560,1596
255065,2024,6560,1596
255072,2022,6560,1599
255072,2023,6560,1599
255072,2024,6560,1599
255080,2022,5510,90
255080,2023,5510,90
255080,2024,5510,90
255082,2022,5510,92
255082,2023,5510,92
255082,2024,5510,92
255085,2022,5510,94
255085,2023,5510,94
255085,2024,5510,94
255087,2022,5510,96
255087,2023,5510,96
255087,2024,5510,96
255088,2022,5510,97
255088,2023,5510,97
255088,2024,5510,97
255089,2022,5510,98
255089,2023,5510,98
255089,2024,5510,98
255091,2022,5510,100
255091,2023,5510,100
255091,2024,5510,100
255093,2022,2270,271
255093,2023,2270,271
255093,2024,2270,271
255095,2022,6544,154
255095,2023,6544,154
255095,2024,6544,154
255097,2022,6544,155
255097,2023,6544,155
255097,2024,6544,155
2551,2022,3914,0
2551,2023,15472,17
2551,2024,15472,17
255102,2022,34589,152
255102,2023,34589,152
255104,2022,34589,154
255104,2023,34589,154
255104,2024,34589,154
255107,2022,22669,2
255107,2023,22669,2
255107,2024,22669,2
255110,2022,22669,5
255110,2023,22669,5
255110,2024,22669,5
255117,2022,31628,136
255117,2023,31628,136
255117,2024,31628,136
255120,2022,31628,139
255120,2023,31628,139
255120,2024,31628,139
255121,2022,31628,140
255121,2023,31628,140
255121,2024,31628,140
255123,2022,31628,141
255123,2023,31628,141
255123,2024,31628,141
255128,2022,6548,2255
255128,2023,6548,2255
255128,2024,6548,2255
255131,2022,6548,2257
255131,2023,6548,2257
255131,2024,6548,2257
255134,2022,4214,234
255134,2023,4214,234
255134,2024,4214,234
255138,2022,8870,4
255138,2023,8870,4
255138,2024,8870,4
255139,2022,19123,11
255139,2023,19123,11
255139,2024,19123,11
255142,2022,17281,94
255142,2023,17281,94
255142,2024,17281,94
255150,2022,22826,490
255150,2023,6548,4533
255150,2024,6548,4533
255151,2022,22826,494
255151,2023,6548,4534
255151,2024,6548,4534
255153,2022,22826,499
255153,2023,6548,4535
255153,2024,6548,4535
255155,2022,22826,501
255160,2022,19300,31
255160,2023,19300,31
255160,2024,19300,31
255161,2022,19300,33
255161,2023,19300,33
255161,2024,19300,33
255162,2022,19300,34
255162,2023,19300,34
255162,2024,19300,34
255163,2022,1768,122
255163,2023,1768,122
255163,2024,1768,122
255168,2022,22717,1
255168,2023,22717,1
255168,2024,22717,1
255169,2022,22717,2
255169,2023,22717,2
255169,2024,22717,2
255170,2022,22717,3
255170,2023,22717,3
255170,2024,22717,3
255180,2022,628,5767
255180,2023,628,5767
255180,2024,628,5767
255181,2022,28453,116
255181,2023,28453,116
255181,2024,28453,116
255182,2022,2270,438
255182,2023,2270,438
255182,2024,2270,438
255184,2022,18922,9
255187,2022,3511,5356
255187,2023,3511,5356
255187,2024,3511,5356
255189,2022,22738,3
255189,2023,22738,3
255189,2024,22738,3
255191,2022,22738,5
255191,2023,22738,5
255191,2024,22738,5
255192,2022,22738,6
255192,2023,22738,6
255192,2024,22738,6
255198,2022,3511,5480
255198,2023,3511,5480
255198,2024,3511,5480
2552,2022,3514,414
2552,2023,16571,1839
2552,2024,16571,1839
255200,2022,3511,5481
255200,2023,3511,5481
255200,2024,3511,5481
255202,2022,3511,5483
255202,2023,3511,5483
255202,2024,3511,5483
255204,2022,3511,5486
255204,2023,3511,5486
255204,2024,3511,5486
255208,2022,35583,89
255208,2023,35583,89
255208,2024,35583,89
255210,2022,30788,147
255210,2023,30788,147
255210,2024,30788,147
255211,2022,30788,148
255211,2023,30788,148
255211,2024,30788,148
255214,2022,14531,30
255214,2023,14531,30
255214,2024,14531,30
255215,2022,14531,31
255215,2023,14531,31
255215,2024,14531,31
255216,2022,14531,32
255216,2023,14531,32
255216,2024,14531,32
255217,2022,14531,33
255217,2023,14531,33
255217,2024,14531,33
255221,2022,16835,172
255221,2023,16835,172
255221,2024,16835,172
255224,2022,16835,175
255224,2023,16835,175
255224,2024,16835,175
255226,2022,6560,380
255226,2023,6560,380
255226,2024,6560,380
255230,2022,58463,21
255230,2023,58463,21
255230,2024,58463,21
255231,2022,3510,2588
255231,2023,3510,2588
255231,2024,3510,2588
255236,2022,3510,7393
255236,2023,3510,7393
255236,2024,3510,7393
255240,2022,3510,7395
255240,2023,3510,7395
255240,2024,3510,7395
255244,2022,3510,7397
255244,2023,3510,7397
255244,2024,3510,7397
255245,2022,3510,7398
255245,2023,3510,7398
255245,2024,3510,7398
255249,2022,3510,7400
255249,2023,3510,7400
255249,2024,3510,7400
255255,2022,3510,7404
255255,2023,3510,7404
255255,2024,3510,7404
255258,2022,3510,7405
255258,2023,3510,7405
255264,2022,3510,7406
255264,2023,3510,7406
255264,2024,3510,7406
255266,2022,3510,7407
255266,2023,3510,7407
255266,2024,3510,7407
255272,2022,1281,40
255272,2023,1281,40
255272,2024,1281,40
255278,2022,17266,26
255278,2023,17266,26
255278,2024,17266,26
255282,2022,22826,493
255288,2022,3511,3472
255288,2023,3511,3472
255288,2024,3511,3472
255292,2022,3511,3474
255292,2023,3511,3474
255292,2024,3511,3474
255293,2022,28489,221
255293,2023,28489,221
255293,2024,28489,221
255299,2022,12368,1677
255299,2023,12368,1677
255299,2024,12368,1677
255306,2022,983,513
255306,2023,983,513
255306,2024,983,513
255308,2022,983,514
255308,2023,983,514
255308,2024,983,514
255310,2022,983,515
255310,2023,983,515
255310,2024,983,515
255318,2022,6548,2121
255318,2023,6548,2121
255318,2024,6548,2121
255320,2022,6548,2122
255320,2023,6548,2122
255320,2024,6548,2122
255321,2022,6548,2123
255321,2023,6548,2123
255321,2024,6548,2123
255324,2022,3511,999
255324,2023,3511,999
255324,2024,3511,999
255340,2022,9846,2416
255340,2023,9846,2416
255340,2024,9846,2416
255346,2022,3514,436
255346,2023,16571,1613
255346,2024,16571,1613
255350,2022,24045,116
255350,2023,24045,116
255350,2024,24045,116
255355,2022,22826,1
255361,2022,22826,59
255361,2023,6548,4545
255361,2024,6548,4545
255368,2022,22826,66
255368,2023,6548,4546
255368,2024,6548,4546
255383,2022,22826,321
255383,2023,6548,4547
255383,2024,6548,4547
255384,2022,22826,322
255386,2022,22826,324
255388,2022,22826,326
2554,2022,10249,2
2554,2023,10249,2
2554,2024,22559,30
255400,2022,22826,339
255400,2023,6548,4548
255400,2024,6548,4548
255406,2022,22826,345
255410,2022,22826,349
255410,2023,6548,4549
255410,2024,6548,4549
255414,2022,22826,353
255414,2023,6548,4550
255414,2024,6548,4550
255424,2022,22835,1
255424,2023,22835,1
255424,2024,22835,1
255425,2022,7551,146
255425,2023,7551,146
255425,2024,7551,146
255427,2022,7551,147
255427,2023,7551,147
255427,2024,7551,147
255428,2022,7551,148
255428,2023,7551,148
255428,2024,7551,148
255431,2022,7551,149
255431,2023,7551,149
255431,2024,7551,149
255433,2022,12633,67
255433,2023,12633,67
255433,2024,12633,67
255434,2022,628,2827
255434,2023,628,2827
255434,2024,628,2827
255437,2022,57957,1244
255437,2023,57957,1244
255437,2024,57957,1244
255438,2022,57957,1245
255438,2023,57957,1245
255438,2024,57957,1245
255441,2022,57957,1246
255441,2023,57957,1246
255441,2024,57957,1246
255442,2022,57957,1247
255442,2023,57957,1247
255443,2022,57957,1248
255443,2023,57957,1248
255443,2024,57957,1248
255444,2022,57957,1249
255444,2023,57957,1249
255444,2024,57957,1249
255445,2022,57957,1250
255445,2023,57957,1250
255445,2024,57957,1250
255446,2022,57957,1251
255446,2023,57957,1251
255446,2024,57957,1251
255449,2022,12368,1737
255449,2023,12368,1737
255449,2024,12368,1737
255450,2022,18296,14
255450,2023,18296,14
255450,2024,18296,14
255458,2022,22855,1
255458,2023,22855,1
255458,2024,22855,1
255466,2022,22858,3
255466,2023,22858,3
255466,2024,22858,3
255468,2022,22858,5
255468,2023,22858,5
255468,2024,22858,5
255473,2022,22858,12
255473,2023,22858,12
255474,2022,22858,13
255474,2023,22858,13
255474,2024,22858,13
255476,2022,22858,15
255476,2023,22858,15
255476,2024,22858,15
255477,2022,22858,16
255477,2023,22858,16
255477,2024,22858,16
255478,2022,16835,261
255478,2023,16835,261
255478,2024,16835,261
255479,2022,5452,100
255479,2023,5452,100
255479,2024,5452,100
255481,2022,5452,101
255481,2023,5452,101
255481,2024,5452,101
255483,2022,2270,563
255483,2023,2270,563
255483,2024,2270,563
255484,2022,2270,566
255484,2023,2270,566
255484,2024,2270,566
255490,2022,2270,567
255490,2023,2270,567
255490,2024,2270,567
255491,2022,2270,568
255491,2023,2270,568
255491,2024,2270,568
255496,2022,2270,569
255496,2023,2270,569
255496,2024,2270,569
255497,2022,2270,570
255497,2023,2270,570
255497,2024,2270,570
2555,2022,3919,0
2555,2023,3919,0
2555,2024,3919,0
255502,2022,2270,571
255502,2023,2270,571
255502,2024,2270,571
255503,2022,2270,572
255503,2023,2270,572
255503,2024,2270,572
255510,2022,22867,1
255510,2023,22867,1
255510,2024,22867,1
255517,2022,28453,119
255526,2022,22876,1
255526,2023,22876,1
255526,2024,22876,1
255527,2022,22876,2
255527,2023,22876,2
255527,2024,22876,2
255528,2022,22876,4
255528,2023,22876,4
255528,2024,22876,4
255529,2022,22876,5
255529,2023,22876,5
255529,2024,22876,5
255531,2022,22876,7
255531,2023,22876,7
255531,2024,22876,7
255532,2022,22876,8
255532,2023,22876,8
255532,2024,22876,8
255537,2022,9396,328
255537,2023,9396,328
255537,2024,9396,328
255540,2022,9396,329
255540,2023,9396,329
255540,2024,9396,329
255541,2022,9396,330
255541,2023,9396,330
255541,2024,9396,330
255545,2022,22888,1
255545,2023,22888,1
255545,2024,22888,1
255546,2022,22888,2
255546,2023,22888,2
255546,2024,22888,2
255547,2022,22888,3
255547,2023,22888,3
255547,2024,22888,3
255551,2022,3510,9172
255551,2023,3510,9172
255551,2024,3510,9172
255556,2022,23286,14
255556,2023,23286,14
255556,2024,23286,14
255561,2022,983,507
255561,2023,983,507
255561,2024,983,507
255564,2022,22895,1
255564,2023,22895,1
255564,2024,22895,1
255566,2022,21716,11
255566,2023,21716,11
255566,2024,21716,11
255572,2022,2270,277
255572,2023,2270,277
255572,2024,2270,277
255584,2022,32779,30
255584,2023,32779,30
255584,2024,32779,30
255589,2022,1060,7
255589,2023,1060,7
255589,2024,1060,7
255590,2022,22918,1
255590,2023,22918,1
255590,2024,22918,1
255591,2022,22918,2
255591,2023,22918,2
255591,2024,22918,2
