UNINUMBR,YEAR,CERT,BRNUM
10595,2024,15932,12
10596,2022,3510,5106
10596,2023,3510,5106
10596,2024,3510,5106
10597,2022,6548,501
10597,2023,6548,501
10597,2024,6548,501
10598,2022,16423,0
10598,2023,9803,2
10598,2024,9803,2
10599,2022,9622,17
10599,2023,9622,17
10599,2024,9622,17
106,2022,3511,7237
106,2023,3511,7237
106,2024,3511,7237
1060,2022,4540,13
1060,2023,4540,13
1060,2024,4540,13
10602,2022,12437,179
10602,2023,12437,179
10602,2024,12437,179
10603,2022,16432,0
10603,2023,34488,3
10603,2024,34488,3
10604,2022,3510,9038
10604,2023,3510,9038
10604,2024,3510,9038
10605,2022,3511,4970
10605,2023,3511,4970
10605,2024,3511,4970
10606,2022,16436,0
10606,2023,16436,0
10606,2024,16436,0
10609,2022,3511,6617
10609,2023,3511,6617
10610,2022,16440,0
10610,2023,16440,0
10610,2024,16440,0
10613,2022,8141,38
10613,2023,8141,38
10613,2024,8141,38
10614,2022,3511,4662
10614,2023,3511,4662
10615,2022,16448,0
10615,2023,16448,0
10615,2024,16448,0
10616,2022,13662,3
10616,2023,13662,3
10616,2024,13662,3
10617,2022,16450,0
10617,2023,16450,0
10617,2024,16450,0
10618,2022,26217,12
10618,2023,26217,12
10618,2024,26217,12
10619,2022,16453,0
10619,2023,16453,0
10619,2024,16453,0
1062,2022,1622,0
1062,2023,1622,0
1062,2024,1622,0
10620,2022,12368,428
10620,2023,12368,428
10620,2024,12368,428
10623,2022,5676,12
10623,2023,5676,12
10623,2024,5676,12
10627,2022,8728,93
10627,2023,8728,93
10627,2024,8728,93
10628,2022,16464,0
10628,2023,16464,0
10628,2024,16464,0
1063,2022,12633,136
1063,2023,12633,136
1063,2024,12633,136
10630,2022,17323,47
10630,2023,17323,47
10630,2024,17323,47
10631,2022,3511,9069
10631,2023,3511,9069
10631,2024,3511,9069
10632,2022,5496,38
10632,2023,5496,38
10632,2024,5496,38
10634,2022,16470,0
10634,2023,16470,0
10634,2024,16470,0
10635,2022,16471,0
10635,2023,16471,0
10635,2024,16471,0
10636,2022,16472,0
10636,2023,16472,0
10636,2024,8867,5
10637,2022,16473,0
10637,2023,16473,0
10637,2024,16473,0
10638,2022,9846,1565
10638,2023,9846,1565
10638,2024,9846,1565
10640,2022,16477,0
10640,2023,16477,0
10640,2024,16477,0
10642,2022,16479,0
10642,2023,16479,0
10642,2024,1786,12
10645,2022,13068,7
10645,2023,13068,7
10645,2024,13068,7
10646,2022,11741,4
10646,2023,11741,4
10646,2024,11741,4
10647,2022,3510,4455
10647,2023,3510,4455
10647,2024,3510,4455
10649,2022,20624,27
10649,2023,20624,27
10649,2024,20624,27
1065,2022,11466,3
1065,2023,11466,3
1065,2024,11466,3
10650,2022,3511,4094
10650,2023,3511,4094
10650,2024,3511,4094
10651,2022,110,254
10651,2023,110,254
10651,2024,110,254
10653,2022,3749,1
10653,2023,3749,1
10653,2024,3749,1
10655,2022,1720,13
10655,2023,1720,13
10655,2024,1720,13
10657,2022,20234,4
10657,2023,20234,4
10657,2024,20234,4
10658,2022,30846,21
10658,2023,34217,115
10658,2024,34217,115
10660,2022,3775,2
10660,2023,3775,2
10660,2024,3775,2
10661,2022,16501,0
10661,2023,16501,0
10661,2024,16501,0
10662,2022,18409,1534
10662,2023,18409,1534
10662,2024,18409,1534
10663,2022,28088,373
10663,2023,28088,373
10663,2024,28088,373
10664,2022,3511,7594
10664,2023,3511,7594
10664,2024,3511,7594
10665,2022,9846,3486
10665,2023,9846,3486
10665,2024,9846,3486
10666,2022,20856,37
10666,2023,20856,37
10666,2024,20856,37
10667,2022,4365,57
10667,2023,4365,57
10667,2024,4365,57
10671,2022,16516,0
10671,2023,16516,0
10671,2024,16516,0
10673,2022,1365,16
10673,2023,1365,16
10673,2024,1365,16
10674,2022,12368,686
10674,2023,12368,686
10674,2024,12368,686
10675,2022,3510,4334
10675,2023,3510,4334
10675,2024,3510,4334
10676,2022,30788,161
10676,2023,30788,161
10676,2024,30788,161
10678,2022,16958,37
10678,2023,16958,37
10678,2024,16958,37
10679,2022,628,2226
10679,2023,628,2226
10679,2024,628,2226
1068,2022,1105,213
1068,2023,1105,213
1068,2024,1105,213
10680,2022,9420,5
10680,2023,9420,5
10680,2024,9420,5
10682,2022,3511,3683
10682,2023,3511,3683
10682,2024,3511,3683
10683,2022,10634,25
10683,2023,10634,25
10683,2024,10634,25
10684,2022,18012,15
10684,2023,18012,15
10684,2024,18012,15
10685,2022,17266,339
10685,2023,17266,339
10685,2024,17266,339
10688,2022,12204,16
10688,2023,12204,16
10688,2024,12204,16
10689,2022,926,8
10689,2023,926,8
10689,2024,926,8
1069,2022,8273,16
1069,2023,8273,16
1069,2024,8273,16
10690,2022,16571,577
10690,2023,16571,577
10690,2024,16571,577
10691,2022,16539,0
10691,2023,16539,0
10691,2024,16539,0
10692,2022,11813,54
10692,2023,11813,54
10692,2024,11813,54
10693,2022,13012,6
10693,2023,13012,6
10693,2024,13012,6
10694,2022,6384,5077
10694,2023,6384,5077
10694,2024,6384,5077
10695,2022,628,1409
10695,2023,628,1409
10695,2024,628,1409
10696,2022,18389,6
10696,2023,18389,6
10696,2024,18389,6
10697,2022,12839,24
10697,2023,12839,24
10697,2024,12839,24
10698,2022,16546,0
10698,2023,16546,0
10698,2024,16546,0
10699,2022,16547,0
10699,2023,16547,0
10699,2024,16547,0
107,2022,9846,3978
107,2023,9846,3978
107,2024,9846,3978
10704,2022,16553,0
10704,2023,16553,0
10704,2024,16553,0
10705,2022,16810,10
10705,2023,16810,10
10705,2024,16810,10
10706,2022,873,178
10710,2022,16561,0
10710,2023,16561,0
10710,2024,16561,0
10711,2022,983,265
10711,2023,983,265
10712,2022,13905,4
10712,2023,13905,4
10712,2024,13905,4
10713,2022,628,2240
10713,2023,628,2240
10713,2024,628,2240
10714,2022,9359,7
10714,2023,9359,7
10714,2024,9359,7
10715,2022,3514,278
10715,2023,16571,1391
10715,2024,16571,1391
10716,2022,13983,1
10716,2023,13983,1
10716,2024,13983,1
10718,2022,16571,0
10718,2023,16571,0
10718,2024,16571,0
10719,2022,3511,4888
1072,2022,1635,0
1072,2023,1635,0
1072,2024,25858,92
10722,2022,7888,98
10722,2023,7888,98
10722,2024,7888,98
10724,2022,17514,12
10724,2023,17514,12
10724,2024,17514,12
10725,2022,33555,71
10725,2023,33555,71
10725,2024,33555,71
10726,2022,16581,0
10726,2023,16581,0
10726,2024,16581,0
10728,2022,16583,0
10728,2023,16583,0
10728,2024,16583,0
10729,2022,16584,0
10729,2023,16584,0
10729,2024,16584,0
10730,2022,16585,0
10730,2023,16585,0
10730,2024,16585,0
10731,2022,230,1
10731,2023,230,1
10731,2024,230,1
10733,2022,12368,1092
10733,2023,12368,1092
10733,2024,12368,1092
10734,2022,3066,57
10734,2023,3066,57
10734,2024,3066,57
10735,2022,23498,75
10735,2023,23498,75
10735,2024,23498,75
10737,2022,628,2338
10737,2023,628,2338
10737,2024,628,2338
10738,2022,3511,3805
10738,2023,3511,3805
10738,2024,3511,3805
10739,2022,16595,0
10739,2023,16595,0
10739,2024,16595,0
1074,2022,8321,7
1074,2023,8321,7
1074,2024,8321,7
10740,2022,2720,40
10740,2023,2720,40
10740,2024,2720,40
10741,2022,6560,1905
10741,2023,6560,1905
10741,2024,6560,1905
10743,2022,16600,0
10743,2023,16600,0
10743,2024,16600,0
10744,2022,16601,0
10744,2023,16601,0
10744,2024,16601,0
10745,2022,16603,0
10745,2023,16603,0
10745,2024,16603,0
10746,2022,16604,0
10746,2023,16604,0
10746,2024,16604,0
10747,2022,6384,5078
10747,2023,6384,5078
10747,2024,6384,5078
10748,2022,3832,617
10748,2023,3832,617
10748,2024,3832,617
1075,2022,1639,0
1075,2023,1639,0
1075,2024,1639,0
10751,2022,16609,0
10751,2023,16609,0
10751,2024,16609,0
10752,2022,29950,148
10752,2023,29950,148
10752,2024,29950,148
10754,2022,16612,0
10754,2023,16612,0
10754,2024,16612,0
10756,2022,12368,410
10756,2023,12368,410
10756,2024,12368,410
10757,2022,15206,2
10757,2023,15206,2
10757,2024,15206,2
10759,2022,20311,2
10759,2023,20311,2
10759,2024,20311,2
10761,2022,16620,0
10761,2023,16620,0
10761,2024,16620,0
10763,2022,9105,3
10763,2023,9105,3
10763,2024,9105,3
10764,2022,628,1422
10764,2023,628,1422
10764,2024,628,1422
10765,2022,16571,3
10765,2023,16571,3
10765,2024,16571,3
10769,2022,16629,0
10769,2023,16629,0
10769,2024,16629,0
10770,2022,13951,2
10770,2023,13951,2
10770,2024,13951,2
10771,2022,1219,7
10771,2023,1219,7
10771,2024,1219,7
10773,2022,10991,1
10773,2023,10991,1
10773,2024,10991,1
10774,2022,16780,3
10774,2023,16780,3
10774,2024,16780,3
10775,2022,16635,0
10775,2023,16635,0
10775,2024,16635,0
10776,2022,16636,0
10776,2023,16636,0
10776,2024,16636,0
10777,2022,3510,5283
10777,2023,3510,5283
10777,2024,3510,5283
10778,2022,17514,16
10778,2023,17514,16
10778,2024,17514,16
10779,2022,20624,63
10779,2023,20624,63
10779,2024,20624,63
1078,2022,14185,3
1078,2023,14185,3
1078,2024,14185,3
10781,2022,16643,0
10781,2023,16643,0
10781,2024,16643,0
10783,2022,8273,203
10783,2023,8273,203
10783,2024,8273,203
10784,2022,9846,3546
10784,2023,9846,3546
10784,2024,9846,3546
10786,2022,16652,0
10786,2023,16652,0
10786,2024,16652,0
10787,2022,3066,32
10787,2023,3066,32
10787,2024,3066,32
10789,2022,16656,0
10789,2023,16656,0
10789,2024,16656,0
1079,2022,3705,98
1079,2023,3705,98
1079,2024,3705,98
10790,2022,17145,24
10790,2023,17145,24
10790,2024,17145,24
10792,2022,16659,0
10792,2023,16659,0
10792,2024,16659,0
10794,2022,16897,3
10794,2023,16897,3
10794,2024,16897,3
10795,2022,16664,0
10795,2023,16664,0
10795,2024,16664,0
10797,2022,16666,0
10797,2023,16666,0
10797,2024,16666,0
10798,2022,16667,0
10798,2023,16667,0
10798,2024,16667,0
10800,2022,3510,5818
10800,2023,3510,5818
10800,2024,3510,5818
10801,2022,12437,167
10801,2023,12437,167
10801,2024,12437,167
10802,2022,17910,6
10802,2023,17910,6
10802,2024,17910,6
10803,2022,4239,24
10803,2023,4239,24
10803,2024,4239,24
10804,2022,28489,132
10804,2023,28489,132
10804,2024,28489,132
10805,2022,1528,13
10805,2023,1528,13
10805,2024,1528,13
10806,2022,27046,25
10806,2023,27046,25
10806,2024,27046,25
10807,2022,13430,1
10807,2023,13430,1
10807,2024,13430,1
10809,2022,3140,3
10809,2023,3140,3
10809,2024,3140,3
1081,2022,57813,7
1081,2023,57813,7
1081,2024,57813,7
10813,2022,4767,111
10813,2023,4767,111
10813,2024,4767,111
10815,2022,16689,0
10815,2023,16689,0
10815,2024,16689,0
10816,2022,22957,8
10816,2023,22957,8
10816,2024,22957,8
10819,2022,16695,0
10819,2023,16695,0
10819,2024,16695,0
10821,2022,16473,3
10821,2023,16473,3
10821,2024,16473,3
10822,2022,628,3266
10822,2023,628,3266
10822,2024,628,3266
10824,2022,16835,256
10824,2023,16835,256
10824,2024,16835,256
10827,2022,16704,0
10827,2023,16704,0
10827,2024,16704,0
10828,2022,19512,21
10828,2023,19512,21
10828,2024,19512,21
10829,2022,12614,53
10829,2023,12614,53
10829,2024,12614,53
10830,2022,16707,0
10830,2023,16707,0
10830,2024,16707,0
10831,2022,17534,763
10831,2023,17534,763
10831,2024,17534,763
10832,2022,950,4
10832,2023,950,4
10832,2024,950,4
10833,2022,16958,3
10833,2023,16958,3
10833,2024,16958,3
10834,2022,19459,34
10834,2023,19459,34
10834,2024,19459,34
10837,2022,3890,130
10837,2023,3890,130
10837,2024,3890,130
10838,2022,3510,5218
10838,2023,3510,5218
10838,2024,3510,5218
10839,2022,14382,37
10839,2023,14382,37
10839,2024,14382,37
1084,2022,12616,4
1084,2023,12616,4
1084,2024,12616,4
10842,2022,16720,0
10842,2023,16720,0
10842,2024,16720,0
10843,2022,5304,10
10843,2023,5304,10
10843,2024,5304,10
10845,2022,16723,0
10845,2023,16723,0
10845,2024,16723,0
10846,2022,3809,11
10846,2023,3809,11
10846,2024,3809,11
1085,2022,28332,128
1085,2023,28332,128
1085,2024,28332,128
10850,2022,33826,91
10850,2023,17266,672
10850,2024,17266,672
10852,2022,5460,1
10852,2023,5460,1
10852,2024,5460,1
10853,2022,16733,0
10853,2023,16733,0
10853,2024,16733,0
10854,2022,9622,32
10854,2023,9622,32
10854,2024,9622,32
10855,2022,1402,8
10855,2023,1402,8
10855,2024,1402,8
10857,2022,10125,1
10857,2023,10125,1
10857,2024,10125,1
10858,2022,2777,4
10858,2023,2777,4
10858,2024,2777,4
10859,2022,16175,15
10859,2023,16175,15
10859,2024,16175,15
1086,2022,1611,1
1086,2023,1611,1
1086,2024,1611,1
10860,2022,16744,0
10860,2023,16744,0
10860,2024,16744,0
10861,2022,3510,5281
10861,2023,3510,5281
10861,2024,3510,5281
10863,2022,29566,122
10863,2023,29566,122
10863,2024,29566,122
10864,2022,15399,7
10864,2023,15399,7
10864,2024,15399,7
10865,2022,3510,4211
10865,2023,3510,4211
10865,2024,3510,4211
10867,2022,16752,0
10867,2023,16752,0
10867,2024,16752,0
10868,2022,16753,0
10868,2023,16753,0
10868,2024,16753,0
10869,2022,31628,218
10869,2023,31628,218
10869,2024,31628,218
1087,2022,10634,75
1087,2023,10634,75
1087,2024,10634,75
10870,2022,6672,711
10870,2023,6672,711
10870,2024,6672,711
10872,2022,16757,0
10872,2023,16757,0
10872,2024,16757,0
10873,2022,59052,71
10873,2023,59052,71
10873,2024,59052,71
10874,2022,11813,553
10874,2023,11813,553
10874,2024,11813,553
10875,2022,6384,2627
10875,2023,6384,2627
10875,2024,6384,2627
10877,2022,5197,1
10877,2023,5197,1
10877,2024,5197,1
10878,2022,4214,51
10878,2023,4214,51
10878,2024,4214,51
10880,2022,3510,6023
10880,2023,3510,6023
10880,2024,3510,6023
10881,2022,17842,20
10881,2023,17842,20
10881,2024,17842,20
10882,2022,58309,41
10882,2023,58309,41
10882,2024,58309,41
10883,2022,17077,13
10883,2023,17077,13
10883,2024,17077,13
10885,2022,14065,11
10885,2023,14065,11
10885,2024,14065,11
10887,2022,9846,1034
10887,2023,9846,1034
10887,2024,9846,1034
10888,2022,20776,6
10888,2023,20776,6
10888,2024,20776,6
10889,2022,16778,0
10889,2023,16778,0
10889,2024,16778,0
1089,2022,1654,0
1089,2023,1654,0
1089,2024,1654,0
10890,2022,27237,34
10890,2023,27237,34
10890,2024,27237,34
10891,2022,16780,0
10891,2023,16780,0
10891,2024,16780,0
10893,2022,9923,7
10893,2023,9923,7
10893,2024,9923,7
10894,2022,5685,2
10894,2023,5685,2
10894,2024,5685,2
10895,2022,11063,857
10895,2023,11063,857
10895,2024,11063,857
10896,2022,5544,4
10896,2023,5544,4
10896,2024,5544,4
10898,2022,16788,0
10898,2023,16788,0
10898,2024,16788,0
10899,2022,1365,15
10899,2023,1365,15
10899,2024,1365,15
1090,2022,1655,0
1090,2023,1655,0
1090,2024,1655,0
10902,2022,18409,1439
10902,2023,18409,1439
10902,2024,18409,1439
10903,2022,17514,25
10903,2023,17514,25
10903,2024,17514,25
10904,2022,16795,0
10904,2023,16795,0
10904,2024,16795,0
10910,2022,27981,135
10910,2023,27981,135
10912,2022,3832,618
10912,2023,3832,618
10912,2024,3832,618
10913,2022,16982,3
10913,2023,16982,3
10913,2024,16982,3
10914,2022,6560,407
10914,2023,6560,407
10914,2024,6560,407
10915,2022,16810,0
10915,2023,16810,0
10915,2024,16810,0
10917,2022,628,5786
10917,2023,628,5786
10917,2024,628,5786
10918,2022,3511,8557
10918,2023,3511,8557
10918,2024,3511,8557
10919,2022,4365,66
10919,2023,4365,66
10919,2024,4365,66
1092,2022,24998,102
1092,2023,24998,102
1092,2024,24998,102
10920,2022,3511,4917
10920,2023,3511,4917
10920,2024,3511,4917
10922,2022,16817,0
10922,2023,16817,0
10922,2024,16817,0
10923,2022,6384,5079
10923,2023,6384,5079
10923,2024,6384,5079
10924,2022,16820,0
10924,2023,16820,0
10924,2024,16820,0
10925,2022,6548,1254
10925,2023,6548,1254
10927,2022,3511,4867
10927,2023,3511,4867
10928,2022,16825,0
10928,2023,16825,0
10928,2024,16825,0
1093,2022,25858,21
1093,2023,25858,21
1093,2024,25858,21
10931,2022,3511,4022
10931,2023,3511,4022
10931,2024,3511,4022
10932,2022,12368,2172
10932,2023,12368,2172
10932,2024,12368,2172
10934,2022,3511,3822
10935,2022,1778,4
10935,2023,1778,4
10935,2024,1778,4
10936,2022,16835,0
10936,2023,16835,0
10936,2024,16835,0
10937,2022,3511,4095
10937,2023,3511,4095
10937,2024,3511,4095
10938,2022,9322,4
10938,2023,9322,4
10938,2024,9322,4
10939,2022,16840,0
10939,2023,16840,0
10939,2024,16840,0
1094,2022,1660,0
1094,2023,1660,0
1094,2024,1660,0
10941,2022,6560,349
10941,2023,6560,349
10941,2024,6560,349
10942,2022,11680,2
10942,2023,11680,2
10942,2024,11680,2
10943,2022,12437,27
10943,2023,12437,27
10943,2024,12437,27
10944,2022,6384,4277
10944,2023,6384,4277
10944,2024,6384,4277
10948,2022,16849,0
10948,2023,16849,0
10948,2024,16849,0
10950,2022,6384,4179
10950,2023,6384,4179
10950,2024,6384,4179
10951,2022,16852,0
10951,2023,16852,0
10951,2024,16852,0
10952,2022,3511,3610
10952,2023,3511,3610
10952,2024,3511,3610
10953,2022,16854,0
10953,2023,16854,0
10953,2024,16854,0
10955,2022,17588,1
10955,2023,17588,1
10955,2024,17588,1
10956,2022,16858,0
10956,2023,16858,0
10956,2024,16858,0
10957,2022,11482,11
10957,2023,11482,11
10957,2024,11482,11
10958,2022,17614,1
10958,2023,17614,1
10958,2024,17614,1
10960,2022,16863,0
10960,2023,16863,0
10960,2024,16863,0
10961,2022,9622,75
10961,2023,9622,75
10961,2024,9622,75
10962,2022,16866,0
10962,2023,16866,0
10962,2024,16866,0
10963,2022,588,479
10963,2023,588,479
10963,2024,588,479
10964,2022,16868,0
10964,2023,16868,0
10964,2024,16868,0
10966,2022,6560,2252
10966,2023,6560,2252
10966,2024,6560,2252
10967,2022,12633,24
10967,2023,12633,24
10967,2024,12633,24
1097,2022,1686,1
1097,2023,1686,1
1097,2024,1686,1
10974,2022,9846,3553
10974,2023,9846,3553
10974,2024,9846,3553
10975,2022,3510,4460
10975,2023,3510,4460
10975,2024,3510,4460
10976,2022,3832,619
10976,2023,3832,619
10976,2024,3832,619
10978,2022,16889,0
10978,2023,16889,0
10978,2024,16889,0
10979,2022,6548,3136
10979,2023,6548,3136
10979,2024,6548,3136
10980,2022,16891,0
10980,2023,16891,0
10980,2024,16891,0
10982,2022,16895,0
10982,2023,16895,0
10982,2024,16895,0
10984,2022,16897,0
10984,2023,16897,0
10984,2024,16897,0
10985,2022,24998,55
10985,2023,24998,55
10985,2024,24998,55
10987,2022,16900,0
10987,2023,16900,0
10987,2024,16900,0
10988,2022,1219,1
10988,2023,1219,1
10988,2024,1219,1
10989,2022,3076,133
10989,2023,3076,133
10989,2024,3076,133
1099,2022,6063,19
1099,2023,6063,19
1099,2024,6063,19
10990,2022,9846,3902
10990,2023,9846,3902
10990,2024,9846,3902
10991,2022,16905,0
10991,2023,16905,0
10991,2024,16905,0
10992,2022,16906,0
10992,2023,16906,0
10992,2024,16906,0
10993,2022,16810,2
10993,2023,16810,2
10993,2024,16810,2
10994,2022,16908,0
10994,2023,16908,0
10994,2024,16908,0
10995,2022,16910,0
10995,2023,16910,0
10995,2024,16910,0
10997,2022,13868,15
10997,2023,13868,15
10997,2024,13868,15
10998,2022,17534,685
10998,2023,17534,685
10998,2024,17534,685
10999,2022,4533,4
10999,2023,28332,171
10999,2024,28332,171
11,2022,18409,257
11,2023,18409,257
11,2024,18409,257
1100,2022,1673,0
1100,2023,1673,0
1100,2024,1673,0
11000,2022,16916,0
11000,2023,16916,0
11000,2024,16916,0
11001,2022,17534,264
11001,2023,17534,264
11001,2024,17534,264
11002,2022,12769,3
11002,2023,12769,3
11002,2024,12769,3
11003,2022,3510,5280
11003,2023,3510,5280
11003,2024,3510,5280
11005,2022,6540,42
11005,2023,6540,42
11005,2024,6540,42
11006,2022,20369,17
11006,2023,20369,17
11006,2024,20369,17
11008,2022,12633,97
11008,2023,12633,97
11008,2024,12633,97
11009,2022,18402,6
11009,2023,18402,6
11009,2024,18402,6
1101,2022,1675,0
1101,2023,1675,0
1101,2024,1675,0
11010,2022,588,1806
11010,2023,588,1806
11010,2024,588,1806
11011,2022,16546,14
11011,2023,16546,14
11011,2024,16546,14
11013,2022,13953,15
11013,2023,13953,15
11013,2024,13953,15
11014,2022,3511,3820
11014,2023,3511,3820
11014,2024,3511,3820
11015,2022,3268,6
11015,2023,3268,6
11015,2024,3268,6
11016,2022,16934,0
11016,2023,16934,0
11016,2024,16934,0
11017,2022,6548,3755
11017,2023,6548,3755
11017,2024,6548,3755
11019,2022,1402,2
11019,2023,1402,2
11019,2024,1402,2
1102,2022,17437,9
1102,2023,17437,9
1102,2024,17437,9
11020,2022,7468,176
11020,2023,7468,176
11020,2024,7468,176
11021,2022,16941,0
